2025-04-21T03:23:50.338Z,colombia,happy
2025-04-21T03:24:04.218Z,colombia,happy
2025-04-21T03:36:04.627Z,colombia,happy
2025-04-21T03:37:42.312Z,colombia,neutral
2025-04-21T03:37:46.041Z,colombia,happy
2025-04-21T03:37:49.816Z,colombia,happy
2025-04-21T04:26:10.334Z,peru,happy
2025-04-21T04:26:15.574Z,peru,happy
